seller_id,seller_state,orders,item_price_revenue,avg_review_score,late_rate,avg_freight_per_item
fe2032dab1a61af8794248c8196565c9,SP,293,65689.71,4.395348837209302,0.08524590163934426,15.44554098360656
8581055ce74af1daba164fdbd55a40de,SP,380,64011.22,4.265258215962441,0.09836065573770492,22.161030444964872
cca3071e3e9bb7d12640c9fbe2301306,SP,699,63035.16,3.885,0.05385556915544676,17.32361077111383
04308b1ee57b6625f47df1d56f00eedf,SC,92,58991.8,3.9456521739130435,0.11956521739130435,32.05239130434783
522620dcb18a6b31cd7bdf73665113a9,PR,172,56690.49,3.914285714285714,0.10112359550561797,25.748146067415732
de722cd6dad950a92b7d4f82673f8833,PE,337,55126.3,4.167553191489362,0.03978779840848806,25.597586206896548
37be5a7c751166fbc5f8ccba4119e043,SP,269,54735.55,4.323636363636363,0.025179856115107913,21.659028776978417
17e34d8224d27a541263c4c64b11a56b,SP,247,54440.28,4.2015503875969,0.08076923076923077,19.57773076923077
7ddcbb64b5bc1ef36ca8c151f6ec77df,SP,325,54435.66,3.9773413897280965,0.08383233532934131,23.254760479041916
25c5c91f63607446a97b143d2d535d31,MG,156,54208.78,3.7339622641509433,0.06015037593984962,26.11248120300752
218d46b86c1881d022bce9c68a7d4b15,SP,382,53710.3,4.173444976076555,0.09047619047619047,17.744380952380954
ceaec5548eefc6e23e6607c5435102e7,SP,198,51478.18,4.201970443349754,0.05825242718446602,29.978398058252427
f5a590cf36251cf1162ea35bef76fe84,SP,113,51232.78,4.279661016949152,0.1016949152542373,35.03542372881356
e882b2a25a10b9c057cc49695f222c19,RJ,57,51057.54,4.586206896551724,0.0,49.2451724137931
2bf6a2c1e71bbd29a4ad64e6d3c3629f,RJ,30,50628.9,4.193548387096774,0.0967741935483871,32.27709677419355
f8db351d8c4c4c22c6835c19a46f01b0,SP,659,50082.6,4.253164556962025,0.058823529411764705,17.373137254901962
b2ba3715d723d245138f291a6fe42594,SP,324,49302.18,4.204610951008646,0.08571428571428572,17.9842
17f51e7198701186712e53a39c564617,SP,56,48019.0,4.344262295081967,0.08196721311475409,160.54803278688524
8160255418d5aaa7dbdc9f4c64ebda44,SP,380,46368.39,3.8544152744630074,0.1792452830188679,18.224740566037735
966cb4760537b1404caedd472cc610a5,SP,67,45928.26,4.119402985074627,0.029850746268656716,22.45238805970149
77530e9772f57a62c906e1c21538ab82,PR,312,45676.6,4.081364829396326,0.11548556430446194,21.71839895013123
4e922959ae960d389249c378d1c939f5,SP,412,45338.42,3.9027149321266967,0.10762331838565023,16.02506726457399
